Year,Month,District,Ward,Village,Subvillage,Site.name,Waterbody,CorrectedWBName,Date,water.body_Type,Long_dimension..M.,Perp.dimension..M.,Water_level,Season,Time_in,Time_out,Snail_present,livestock_present,Snail_genus_collected,Number_of.Bulinus_collected,Number.of.Infected.snails
2021,July,Magu,Sukuma,Nyang'hanga,Nyang'hanga B,Kwa mchanga mabawa,Kisima cha Ng'wamchanga mabawa,Kisima cha Ng'wamchanga Mabawa,15-Jul-21,"Pond,Temporary",14.4,23,Low,Dry,12:48,13:03,Bulinus,Cow,Bulinus,29,0
2021,July,Magu,Sukuma,Nyang'hanga,Nyang'hanga A,kwa mgingili,Kisima cha Ng'wamgingili,Kisima cha Ng'wamgingili,15-Jul-21,"Pond,Temporary",17.4,25.2,Normal,Dry,12:07,12:22,None,Feces,None,0,0
2021,July,Magu,Sukuma,Nyang'hanga,Lwelimo,Kwa Ngunja,Kisima cha Ng'wangunja,Kisima cha Ng'wangunja,15-Jul-21,"Pond,Temporary",32.9,59.8,Normal,Dry,11:30,11:45,Bulinus,None,Bulinus,50,0
2021,July,Magu,Sukuma,Nyang'hanga,Selya,Kwa Nzali Lusakamila,Kisima cha Ngado,Kisima cha Ngado,15-Jul-21,"Pond,permanent",20.5,39.1,Normal,Dry,10:33,10:48,Bulinus,Feces,Bulinus,85,0
2021,July,Magu,Sukuma,Nyang'hanga,Ng'wabayanda,Kwa shimula masalu,Kisima cha Shimula Masalu,Kisima cha Shimula Masalu,15-Jul-21,"Pond,Temporary",0.8,1.2,Normal,Dry,11:09,11:24,None,Feces,None,0,0
2021,July,Magu,Sukuma,Nyang'hanga,Ng'wamakanza,Kwa Mayaka Kamanija,Lambo la Mayala Kamanija,Lambo la Mayala Kamanija,15-Jul-21,"Pond,Temporary",1.4,1.7,Low,Dry,10:13,10:28,None,None,None,0,0
2021,July,Magu,Sukuma,Nyang'hanga,Galamugi,Kwa Bamba,Lambo la Ng'wabamba,Lambo la Ng'wabamba,15-Jul-21,"Pond,Temporary",1.7,2.1,Low,Dry,9:55,10:10,None,None,None,0,0
2021,July,Magu,Sukuma,Nyang'hanga,Nyang'hanga A,kwa Ng'wamgingili,Lambo la Ng'wamgingili,Lambo la Ng'wamgingili,15-Jul-21,"Pond,Temporary",22.4,38.4,Normal,Dry,11:50,12:05,None,"Cow, Feces and Goat.",None,0,0
2021,July,Magu,Sukuma,Nyang'hanga,Selya,Kwa Nzali Lusakamila,Lambo la Ngado,Lambo la Ngado,15-Jul-21,"Pond,Temporary",25.4,39.8,Normal,Dry,10:50,11:05,Bulinus,Feces and dogs,Bulinus,8,0
2021,July,Magu,Sukuma,Nyang'hanga,Nyanguganwa,Kwa Nyasho,Lambo la Nyasho,Lambo la Nyasho,15-Jul-21,"Pond,Temporary",30.6,50.6,Normal,Dry,13:07,13:22,Bulinus,Feces,Bulinus,2,0
2021,July,Magu,Sukuma,Nyang'hanga,Nyasho,Kwa yulisi mbandi,Lambo la yulisi mbandi,Lambo la Yulisi Mbandi,15-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,June,Misungwi,Ukirigulu,Nyang'holongo,Majengo,Kwa Fumu,Kwa Fumu,Kwa Fumu,7-Jun-21,"Pond, Permanent",13.6,23.1,Normal,Dry,10:59,11:14,"Bulinus,Lymneae",None,Bulinus,91,6
2021,June,Misungwi,Ukirigulu,Nyang'holongo,Ukirigulu A,Mabingobigo Site 1,Mabingobigo Site 1,Mabingobingo Site 1,7-Jun-21,"Pond, Permanent",12,22,Normal,Dry,10:11,10:26,"Bulinus,Pila.",None,Bulinus,4,0
2021,June,Misungwi,Ukirigulu,Nyang'holongo,Ukirigulu A,Mabingobigo Site 2,Mabingobigo Site 2,Mabingobingo Site 2,7-Jun-21,"Pond, Temporary",7,12.4,Normal,Dry,9:53,10:08,"Bulinus,Pila.",None,Bulinus,36,0
2021,June,Misungwi,Ukirigulu,Nyang'holongo,Madelelya,Madelelya Site 3,Mabingobigo Site 3,Madelelya Site 3,7-Jun-21,"Pond, Permanent",10.7,17.5,Normal,Dry,12:03,12:18,"Bulinus,Lymneae,Pila.",Feces,Bulinus,99,0
2021,June,Misungwi,Ukirigulu,Nyang'holongo,Madelelya,Mmadelelya Site 4,Mabingobigo Site 4,Madelelya Site 4,7-Jun-21,"Pond, Permanent",8.4,13.4,Normal,Dry,12:26,12:41,"Bulinus,Lymneae",None,Bulinus,125,0
2021,June,Misungwi,Ukirigulu,Nyang'holongo,Madelelya,Madelelya Site 1,Madelelya 1,Madelelya Site 1,7-Jun-21,"Pond, Permanent",25.24,49.24,Normal,Dry,11:32,11:47,Pila,"Cow, Feces.",None,0,0
2021,June,Misungwi,Ukirigulu,Nyang'holongo,Madelelya,Madelelya Site 2,Madelelya Site 2,Madelelya Site 2,7-Jun-21,"Pond, Permanent",12.4,22.6,Normal,Dry,10:33,11:59,"Bulinus,Pila.","Cow, Feces.",Bulinus,64,0
2021,May,Misungwi,Ukirigulu,Nyang'holongo,Ukirigulu B,Nyamuge,Nyamuge,Nyamuge,7-Jun-21,"Pond,Permanent",180,256,Normal,Dry,9:30,9:45,Lymneae,Feces,None,0,0
2021,July,Busega,Igalukilo  ,Nyangili,Nyangili,Shamba la  Juma Madilisha,Kisima cha Kwa Juma Madilisha,Kisima cha kwa Juma Madilisha,22-Jul-21,"Pond,Permanent",30,51.5,Normal,Dry,13:32,13:47,Bulinus,None,Bulinus,3,0
2021,July,Busega,Igalukilo  ,Nyangili,Sisa,Shamba la koya Matosela,Kisima cha kwa Koya,Kisima cha kwa Koya,22-Jul-21,"Pond,Temporary",10.8,21.5,Normal,Dry,12:28,12:43,Bulinus,None,Bulinus,105,0
2021,July,Busega,Igalukilo  ,Nyangili,Sisa,Shambo la Lukanula,Kisima cha kwa Lukanula,Kisima cha kwa Lukanula,22-Jul-21,"Pond,Temporary",8.3,14.4,Normal,Dry,12:47,13:02,Bulinus,Feces,Bulinus,5,0
2021,July,Busega,Igalukilo  ,Nyangili,Nyangili,Shamba la juma Madilisha,Lambo la kwa Juma Madilisha Site 2,Lambo la kwa Juma Madilisha Site 2,22-Jul-21,"Pond,Temporary",12.3,20.6,Low,Dry,15:15,13:30,"Biomphalaria, Bulinus",Feces,Bulinus,73,0
2021,July,Busega,Igalukilo  ,Nyangili,Sisa,Shamba la Kulwa Mashini,Mtoni kwa Kulwa Mashini,Mtoni kwa Kulwa Mashini,22-Jul-21,"Pond,Permanent",34.9,40.2,Normal,Dry,11:58,12:13,Bulinus,Feces,Bulinus,74,0
2021,July,Busega,Malili,Nyangoko,Nyangoko A,Kisima cha sengo,Kisima cha sengo,Kisima cha Sengo,26-Jul-21,"Pond, Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Malili,Nyangoko,Nyangoko C,Lambo la beyumigi,Lambo la beyumigi,Lambo la Beyamugi,26-Jul-21,"Pond, Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Malili,Nyangoko,Nyangoko A,Lambo la chem flora,Lambo la chem flora,Lambo la Chem Flora,26-Jul-21,"Pond, Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Malili,Nyangoko,Nyangoko C,Lambo la mnyamimigi,Lambo la mnyamimigi,Lambo la Mnyamimigi,26-Jul-21,"Pond, Temporary",_,_,Dry,Dry,_,_,None,feces,None,0,0
2021,July,Sengerema,Kasungamile,Nyantakubwa,Nyantakubwa,Kwa Bufalo,Kisima cha Bufalo,Kisima cha Bufalo,6-Jul-21,"Pond,permanent",6.5,10.5,Normal,Dry,15:15,15:30,"Bulinus,  Pila",Feces,Bulinus,11,0
2021,July,Sengerema,Kasungamile,Nyantakubwa,Chamigumo,Kwa Milembe Busunzule,Kisima cha Milembe Busunzule,Kisima cha Milembe Busunzule,6-Jul-21,"Pond,permanent",7.5,9.5,Normal,Dry,17:00,17:15,"Bulinus,  Pila",None,Bulinus,1,0
2021,July,Sengerema,Kasungamile,Nyantakubwa,Chamigumo,Kwa MundaMshimu,Kisima cha Mundamushimu,Kisima cha Mundamshimu,6-Jul-21,"Pond,permanent",15,27,Normal,Dry,16:30,16:45,Pila,None,None,0,0
2021,July,Sengerema,Kasungamile,Nyantakubwa,Buchela,Kwa Ng'ong'o,Kisima cha Ng'ong'o,Kisima cha Ng'ong'o,6-Jul-21,"Pond,permanent",9,15,Normal,Dry,16:00,16:15,"Bulinus,  Pila","Cow, Feces, Goats.",Bulinus,5,0
2021,July,Sengerema,Kasungamile,Nyantakubwa,Nyantakubwa,Kwa Ngomboji,Kisima cha Ngomboji,Kisima cha Ngomboji,6-Jul-21,"Pond,permanent",9.3,15.3,Normal,Dry,15:40,15:55,None,None,None,0,0
2021,July,Magu,Buhumbi,Nyashoshi,Nyashoshi,Kwa Mwashi Mahuyembe,Kasimu cha Idete,Kasimu cha Idete,14-Jul-21,"Pond,permanent",5.6,8.3,Low,Dry,10:55,11:10,None,None,None,0,0
2021,July,Magu,Buhumbi,Nyashoshi,Nyashoshi,Kwa Mamaleba,Kisima cha Mwamaleba,Kisima cha Mwamaleba,14-Jul-21,"Pond,Temporary",8,12.6,Low,Dry,12:27,12:42,Bulinus,Feces,Bulinus,6,0
2021,July,Magu,Buhumbi,Nyashoshi,Mabatini,Shule,Kisima cha Ng'wamanungu,Kisima cha Ng'wamanungu,24-Jun-21,"Pond,Temporary",13.5,17.9,Low,Dry,12:05,12:20,None,None,None,0,0
2021,July,Magu,Buhumbi,Nyashoshi,Nyashoshi,Lambo la Chandaluba,Kwa Mayala Chandaluba,Kwa Mayala Chandaluba,14-Jul-21,"Pond,Temporary",15,28.8,Low,Dry,10:34,10:49,None,Feces,None,0,0
2021,July,Magu,Buhumbi,Nyashoshi,Mabatini,Kwa maina Nkola,Lambo la Nkola,Lambo la Nkola,24-Jun-21,"Pond,Temporary",6.4,10.8,Low,Dry,11:47,12:02,None,Feces,None,0,0
2021,July,Magu,Buhumbi,Nyashoshi,Nyashoshi,Kwa suzana Jumla,Lambo la Nkoma ,Lambo la Nkoma ,14-Jul-21,"Pond,permanent",32,62,Normal,Dry,11:10,11:25,None,Dogs,None,0,0
2021,July,Magu,Buhumbi,Nyashoshi,Nyashoshi,Kwa Shoka Bukelebe,Lambo la shoka Bukelebe,Lambo la Shoka Bukelebe,14-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,June,Misungwi ,Misungwi ,Old Misungwi,Mitindo A,Kwa Ndege kasaso,Kisima cha kwa Ndege Kadaso,Kisima cha kwa Ndege Kadaso,23-Jun-21,"Pond,Temporary",11.6,19.6,Normal,Dry,12:49,13:05,"Bulinus, Lymneae",None,Bulinus,14,0
2021,June,Misungwi ,Misungwi ,Old Misungwi,Mitindo A,Shamba la Bushaba Karunde,Kisima cha Makwega,Kisima cha Makwega,23-Jun-21,"Pond,Temporary",12,17,Normal,Dry,12:25,12:40,Bulinus,None,Bulinus,8,0
2021,June,Misungwi ,Misungwi ,Old Misungwi,Mitindo A,Kwa Kasanga Magola,Kisima cha Mwamaganda,Kisima cha Mwamaganda,23-Jun-21,"Pond,Temporary",11,19,Normal,Dry,13:12,13:27,Bulinus,Feces,Bulinus,71,0
2021,June,Misungwi ,Misungwi ,Old Misungwi,Mitindo B,Shamba la Agness Lutoma,Kisima cha Ng'wamarashi,Kisima cha Ng'wamarashi,23-Jun-21,"Pond,Temporary",14.2,29.2,Normal,Dry,13:50,14:05,"Bulinus, Lymneae",None,Bulinus,3,0
2021,July,Magu,Mwamabanza,Salong'we,Salongwe A,Kwa makelanhyiwa,Kisima cha Makelanhyiwa,Kisima cha Makelanhyiwa,8-Jul-21,"Pond,Temporary",5.5,14.8,Normal,Dry,9:30,9:45,Bulinus,None,Bulinus,35,0
2021,July,Magu,Mwamabanza,Salong'we,Mwaneha,Kwa Selemani Subi,Kisima cha Njundu,Kisima cha Njundu,8-Jul-21,"Pond,Temporary",6.8,13.3,Normal,Dry,10:10,10:25,Bulinus,Feces,Bulinus,6,0
2021,July,Magu,Mwamabanza,Salong'we,Salongwe A,Kwa  Maja Manyanza,Lambo la kwa Maja,Lambo la kwa Maja,8-Jul-21,"Pond,Temporary",2.5,4.1,Low,Dry,9:50,10:05,Bulinus,Feces,Bulinus,2,0
2021,July,Magu,Mwamabanza,Salong'we,Mwaneha,Kwa Manoni Sherembi,Lambo la Njimya,Lambo la Njimya,8-Jul-21,"Pond,permanent",38.8,60.2,Normal,Dry,10:37,10:52,Bulinus,Cow and goats,Bulinus,1,0
2021,July,Busega,Shigala ,Shigala,Nege,Kwa makeja,Kisima Cha Kwa Makeja,Kisima cha kwa Makeje,22-Jul-21,"Pond,Temporary",3.7,6.7,Low,Dry,11:00,11:15,None,None,None,0,0
2021,July,Busega,Shigala,Shigala,Nege,Ng'wamashoka,kisima cha ng'wamashoka,Kisima cha Ng'wamashoka,22-Jul-21,"pond,Temporary",_,_,Dry,Dry,_,_,None,"Cow,Feces.",None,0,0
2021,July,Busega,Shigala ,Shigala,Mwabasabi,Kwa Ndonya,Lambo la Kwa Ndonya,Lambo la kwa Ndonya,22-Jul-21,"Pond, Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,June,Misungwi ,Shilalo,Shilalo,Luhala,Kwa Buzengo,Kisima cha Buzengo,Kisima cha Buzengo,30-Jun-21,"Pond,Temporary",32,50,Low,Dry,12:20,12:35,Bulinus,"Cow, Sheep,Feces, Goats.",Bulinus,3,0
2021,June,Misungwi ,Shilalo,Shilalo,Shilaloshuleni,Kwa Ng'wanashinyama,Kisima cha Ng'wanashinyama,Kisima cha Ng'wanashinyama,30-Jun-21,"Pond,Temporary",1.5,3,Low,Dry,13:30,13:45,None,None,None,0,0
2021,June,Misungwi ,Shilalo,Shilalo,Matunge,Kwa nzengo matunge,Kisima cha Nzengo matunge,Kisima cha Nzengo Matunge,30-Jun-21,"Pond,Temporary",39,69.7,Low,Dry,10:50,11:05,Bulinus,"Cow, Sheep,Feces, Goats.",Bulinus,6,0
2021,June,Misungwi ,Shilalo,Shilalo,Shilaloshuleni,Shilaloshanguku,Kisima cha Nzengo shilaloshanguku,Kisima cha Nzengo Shilaloshanguku,30-Jun-21,"Pond,Temporary",39,65,Normal,Dry,11:50,12:05,Bulinus and Pila,None,Bulinus,48,0
2021,June,Misungwi ,Shilalo,Shilalo,Kisunge,Kwa Kisunnge,Lambo la Kisunge,Lambo la Kisunge,30-Jun-21,"Pond,Temporary",36.1,60.1,Low,Dry,13:10,13:25,Bulinus,Feces,Bulinus,108,0
2021,June,Misungwi ,Shilalo,Shilalo,Matunge,Kwa nzengo matunge,Lambo la Nzengo matunge,Lambo la Nzengo Matunge,30-Jun-21,"Pond,Temporary",40,78,Low,Dry,10:30,10:45,Bulinus,"Cow, Sheep,Feces, Goats.",Bulinus,26,1
2021,June,Misungwi ,Shilalo,Shilalo,Shilaloshuleni,Shilaloshanguku,Lambo la Nzengo shilaloshanguku,Lambo la Nzengo Shilaloshanguku,30-Jun-21,"Pond,Temporary",9.4,13.4,Low,Dry,11:32,11:47,Bulinus,"Cow, Sheep,Feces, Goats.",Bulinus,12,0
2021,June,Misungwi ,Shilalo,Shilalo,Matunge,Kwa manegese,Lambo/Kisima cha Manegese,Lambo/Kisima cha Manegese,30-Jun-21,"Pond,Permanent",4.7,9.1,Low,Dry,11:08,11:23,None,None,None,0,0
2021,June,Misungwi ,Shilalo,Shilalo,Luhala,Kwa sekulo,Lambo/Kisima cha Sekulo,Lambo/Kisima cha Sekulo,30-Jun-21,"Pond,Temporary",72,111.3,Normal,Dry,12:40,12:55,Bulinus,"Cow, Sheep,Feces, Goats.",Bulinus,4,0
2021,July,Magu,Shishani,Shishani,Kilosha,Kisima cha Dundo,Kisima cha Dundo,Kisima cha Dundo,16-Jul-21,"Pond,Temporary",27.9,32.8,Normal,Dry,9:45,10:00,Bulinus,Feces,Bulinus,52,0
2021,July,Magu,Shishani,Shishani,Nyashimba,Mwanzuli,Kisima/lambo la Mwanzuli,Kisima/Lambo la Mwanzuli,16-Jul-21,"Pond,Temporary",28,52.7,Normal,Dry,11:20,11:35,None,Feces,None,0,0
2021,July,Magu,Shishani,Shishani,Kilosha,Lambo la Dundo,Lambo la Dundo,Lambo la Dundo,16-Jul-21,"Pond,Permanent",46.8,76.8,Normal,Dry,10:20,10:35,Bulinus,"Cow,Feces and Goat.",Bulinus,1,0
2021,July,Magu,Shishani,Shishani,Nyandekwa,Lambo la Nyandekwa,Lambo la Nyandekwa site 1,Lambo la Nyandekwa Site 1,16-Jul-21,"Pond,Permanent",47,89,Normal,Dry,10:42,10:57,None,"Cow,Sheep,Feces, Dogs and Goat.",None,0,0
2021,June,Misungwi ,Igokelo,Wanzamiso,Wanzamiso,Kisima cha kwa Isalu,Kisima cha kwa Isalu,Kisima cha kwa Isalu,10-Jun-21,"Pond, Permanent",12.8,24.4,Normal,Dry,12:53,13:08,"Bulinus, Pila, Lymneae",feces,Bulinus,15,0
2021,July,Magu,Nyigongo,Yichobela,kabazu,kwa Bohe,kisima cha Bohe Mke,Kisima cha Bohe Mke,12-Jul-21,"Pond,permanent",15.5,28.2,Normal,Dry,16:25,16:40,Biomphalaria,None,None,0,0
2021,July,Magu,Nyigongo,Yichobela,Ng'wamande,Kisima cha Ng'wagalani,Kisima cha Ng'wagalani,Kisima cha Ng'wagalani,12-Jul-21,"Pond,permanent",6.4,11.1,Normal,Dry,15:18,15:33,"Bulinus,Pila.",None,Bulinus,42,0
2021,July,Magu,Nyigongo,Yichobela,Ng'wabasabi,Kisima cha Ntubi,Kisima cha Ntubi,Kisima cha Ntubi,12-Jul-21,"Pond,permanent",13.4,24.2,Normal,Dry,15:40,15:55,None,Goat,None,0,0
2021,July,Magu,Nyigongo,Yichobela,Ng'wabasabi,Kisima cha Ntubi site 2,Kisima cha Ntubi site 2,Kisima cha Ntubi Site 2,12-Jul-21,"Pond,Temporary",6.4,10.4,Normal,Dry,16:00,16:15,"Bulinus,Pila.",None,Bulinus,33,0
2021,July,Magu,Nyigongo,Yichobela,Ihushi A,Kisima cha Ng'wabukwimba,Kwa Ng'wabukwimba,Kwa Ng'wabukwimba,12-Jul-21,"Pond,permanent",8.7,16.5,Normal,Dry,14:25,14:40,None,Feces.,None,0,0
2021,July,Magu,Nyigongo,Yichobela,Kabazu,Kwa Bohe,Lambo la kwa Bohe,Lambo la kwa Bohe,12-Jul-21,"Pond,permanent",30.7,52.2,Normal,Dry,16:45,17:00,Bulinus,"Cow,feces and Goat",Bulinus,1,0
2021,July,Magu,Nyigongo,Yichobela,Bugando,Kwa Ng'hundi,Lambo la Ng'hundi ,Lambo la Ng'hundi ,12-Jul-21,"Pond,Temporary",8.3,16.2,Normal,Dry,14:50,15:05,"Bulinus, Lymnaea",None,Bulinus,2,0
2021,July,Magu,Nyigongo,Yichobela,Ihushi B,Kwa Ng'wang'homba,Lambo la Ng'wang'homba,Lambo la Ng'wang'homba,12-Jul-21,"Pond,Temporary",7.2,14.2,Normal,Dry,14:00,14:15,"Bulinus,  Pila",Feces,Bulinus,1,0
